"","Orthogroup","Esox.x","Okisu.x","Oketa.x","Omykiss.x","Onerka.x","Otsch.x","Salar.x","Ogorb.x","Total","Esox.y","Okisu.y","Oketa.y","Omykiss.y","Onerka.y","Otsch.y","Salar.y","Ogorb.y"
"11","OG0000052",4,8,8,7,8,8,6,8,57,"XP_010862215.1, XP_010887673.2, XP_010888587.1, XP_010893538.1","XP_020309635.1, XP_020320882.1, XP_020331233.1, XP_020336990.1, XP_020337239.1, XP_020350700.1, XP_020359970.1, XP_031688362.1","XP_035602785.1, XP_035608808.1, XP_035610033.1, XP_035627606.1, XP_035634866.1, XP_035637052.1, XP_035639252.1, XP_035653795.1","XP_021412984.1, XP_021447171.1, XP_021464968.1, XP_021471007.1, XP_021474499.1, XP_036805627.1, XP_036814070.1","XP_029476809.1, XP_029480720.1, XP_029480800.1, XP_029496644.1, XP_029522965.1, XP_029525475.1, XP_029526113.1, XP_029530604.1","XP_024229602.1, XP_024250550.1, XP_024252417.1, XP_024253520.1, XP_024280413.1, XP_024290682.1, XP_024298276.1, XP_042179371.1","XP_013986786.1, XP_014009491.1, XP_014011090.1, XP_014028137.1, XP_014051535.1, XP_014062071.1","XP_046168477.1, XP_046171992.1, XP_046172793.1, XP_046174819.1, XP_046185738.1, XP_046186682.1, XP_046209728.1, XP_046214749.1"
"12","OG0000060",4,8,5,7,7,8,8,8,55,"NP_001297943.1, XP_010877649.1, XP_010896708.1, XP_010901802.1","XP_020308172.1, XP_020308686.1, XP_020319405.1, XP_020321716.1, XP_020328737.1, XP_020333468.1, XP_020345574.1, XP_020357875.1","XP_035600128.1, XP_035619206.1, XP_035627656.1, XP_035636989.1, XP_035641577.1","NP_001117973.1, XP_021417334.1, XP_021439131.1, XP_021439468.1, XP_021474470.1, XP_021477226.1, XP_036811304.1","XP_029476773.1, XP_029503199.1, XP_029510183.1, XP_029515497.1, XP_029517756.1, XP_029526145.1, XP_029533950.1","XP_024238518.1, XP_024239104.1, XP_024250491.1, XP_024257467.1, XP_024284585.1, XP_024284939.1, XP_024294516.1, XP_042186312.1","XP_013984369.1, XP_013984852.1, XP_014016863.1, XP_014027504.1, XP_014051631.1, XP_014054463.1, XP_014054871.1, XP_014067668.1","XP_046151288.1, XP_046151871.1, XP_046172335.1, XP_046173525.1, XP_046179215.1, XP_046180916.1, XP_046203285.1, XP_046206689.1"
"13","OG0000069",8,5,5,10,5,6,4,10,53,"XP_010867346.3, XP_010867348.4, XP_010898342.1, XP_028974331.1, XP_028974332.1, XP_028978947.1, XP_028978948.1, XP_028978949.1","XP_020342229.1, XP_020349076.1, XP_031683280.1, XP_031683283.1, XP_031683289.1","XP_035603454.1, XP_035603455.1, XP_035603456.1, XP_035603457.1, XP_035603458.1","NP_001117659.1, XP_021480941.1, XP_021480943.1, XP_036794236.1, XP_036794241.1, XP_036794244.1, XP_036794248.1, XP_036794249.1, XP_036794250.1, XP_036796955.1","XP_029481376.1, XP_029491856.1, XP_029491857.1, XP_029512413.1, XP_029512415.1","XP_024289003.1, XP_042163218.1, XP_042183395.1, XP_042183398.1, XP_042183399.1, XP_042183812.1","XP_014048448.1, XP_014048449.1, XP_014059464.1, XP_014059770.1","XP_046160726.1, XP_046160728.1, XP_046160731.1, XP_046161353.1, XP_046161361.1, XP_046161375.1, XP_046186336.1, XP_046186978.1, XP_046195563.1, XP_046195567.1"
"14","OG0000076",4,7,6,5,7,7,8,7,51,"XP_010873810.1, XP_010894447.1, XP_010895151.1, XP_010901870.1","XP_020314717.1, XP_020330957.1, XP_020338960.1, XP_020362232.1, XP_031642071.1, XP_031643045.1, XP_031649506.1","XP_035594610.1, XP_035596255.1, XP_035607508.1, XP_035633548.1, XP_035651148.1, XP_035652799.1","XP_021421882.1, XP_021446277.1, XP_021465498.1, XP_021479130.1, XP_036806342.1","XP_029478056.1, XP_029507410.1, XP_029514017.1, XP_029520710.1, XP_029532252.1, XP_029534976.1, XP_029539275.1","XP_024231696.1, XP_024240155.1, XP_024241218.1, XP_024262246.2, XP_024282962.1, XP_024297442.1, XP_042152267.1","XP_013988398.1, XP_013991838.1, XP_013997272.1, XP_014001997.1, XP_014009256.1, XP_014022430.1, XP_014032877.1, XP_014057304.1","XP_046158946.1, XP_046166070.1, XP_046170165.1, XP_046181440.1, XP_046198415.1, XP_046199943.1, XP_046221639.1"
"15","OG0000080",6,8,4,11,2,7,7,5,50,"XP_034143319.1, XP_034143320.1, XP_034143481.1, XP_034143485.1, XP_034143492.1, XP_034143498.1","XP_020314339.2, XP_020325249.1, XP_020339399.1, XP_020349909.1, XP_031690094.1, XP_031690213.1, XP_031690234.1, XP_031690328.1","XP_035634326.1, XP_035634328.1, XP_035634670.1, XP_035635347.1","XP_021425984.2, XP_036804095.1, XP_036804096.1, XP_036804111.1, XP_036804114.1, XP_036804246.1, XP_036804306.1, XP_036804307.1, XP_036804308.1, XP_036804310.1, XP_036840343.1","XP_029540127.1, XP_029544005.1","XP_024283594.1, XP_042155476.1, XP_042155510.1, XP_042155550.1, XP_042155585.1, XP_042161204.1, XP_042168370.1","XP_013987415.1, XP_013987418.1, XP_013987463.1, XP_013987468.1, XP_013987716.1, XP_014025730.1, XP_014037825.1","XP_046165883.1, XP_046168773.1, XP_046168882.1, XP_046169052.1, XP_046190227.1"
"16","OG0000081",4,7,5,7,7,6,7,7,50,"XP_010887911.1, XP_010894313.1, XP_010895595.1, XP_010896619.1","XP_020313614.1, XP_020319988.1, XP_020321320.1, XP_020326184.1, XP_020328328.1, XP_020341465.1, XP_031663711.1","XP_035628676.1, XP_035631348.1, XP_035635595.1, XP_035637533.1, XP_035642341.1","XP_021417465.1, XP_021446128.1, XP_021457334.1, XP_021462440.1, XP_021473198.1, XP_021479738.1, XP_036825933.1","XP_029482983.1, XP_029494504.1, XP_029502880.1, XP_029505292.1, XP_029515173.1, XP_029527569.1, XP_029544994.1","XP_024271032.1, XP_024271730.1, XP_024274171.1, XP_024287968.1, XP_042159359.1, XP_042165329.1","NP_001167080.1, XP_013983437.1, XP_013992359.1, XP_013999795.1, XP_014030362.1, XP_014053455.1, XP_014068709.1","XP_046146478.1, XP_046152079.1, XP_046161634.1, XP_046179660.1, XP_046184107.1, XP_046188109.1, XP_046202487.1"
"17","OG0000088",5,7,3,6,6,5,9,7,48,"XP_010869816.1, XP_010887865.1, XP_010889251.1, XP_010894862.1, XP_028981053.1","XP_020312356.1, XP_020313460.1, XP_020326593.1, XP_020333265.1, XP_020336019.1, XP_020354371.1, XP_031665886.1","XP_035634309.1, XP_035654442.1, XP_035655226.1","XP_021435648.2, XP_021457287.1, XP_021463436.2, XP_021463443.2, XP_021469754.1, XP_036833891.1","XP_029488216.1, XP_029489757.1, XP_029499127.1, XP_029501944.1, XP_029504297.1, XP_029523884.1","XP_024237283.1, XP_024274999.2, XP_024277009.1, XP_024279001.1, XP_042185043.1","XP_013980251.1, XP_013982814.1, XP_013996656.1, XP_014000263.1, XP_014004083.1, XP_014004155.1, XP_014031657.1, XP_014043376.1, XP_014071188.1","XP_046146526.1, XP_046157174.1, XP_046160062.1, XP_046177292.1, XP_046201559.1, XP_046204954.1, XP_046207230.1"
"18","OG0000089",4,7,7,6,6,6,5,7,48,"XP_010879192.1, XP_010880344.2, XP_010894408.1, XP_010898311.1","XP_020314711.1, XP_020338554.1, XP_020339324.1, XP_020341683.1, XP_020348313.1, XP_020349439.1, XP_020361919.1","XP_035593940.1, XP_035596625.1, XP_035633052.1, XP_035633210.1, XP_035634241.1, XP_035652203.1, XP_035653331.1","XP_021422723.1, XP_021425449.1, XP_021425639.1, XP_021464982.1, XP_021466068.1, XP_021471700.1","XP_029502004.1, XP_029520316.1, XP_029538084.1, XP_029538661.1, XP_029539625.1, XP_029539770.1","XP_024237528.1, XP_024255610.1, XP_024282374.1, XP_024283546.1, XP_042155318.1, XP_042160093.1","NP_001134054.1, NP_001134408.1, XP_013987323.1, XP_013990004.1, XP_014023214.1","XP_046167872.1, XP_046168699.1, XP_046169189.1, XP_046193025.1, XP_046196772.1, XP_046198926.1, XP_046220836.1"
"19","OG0000090",6,5,0,7,3,7,11,8,47,"XP_010866331.1, XP_010874393.1, XP_010898778.4, XP_028978707.1, XP_028980682.2, XP_034144327.1","XP_020329962.1, XP_020329964.2, XP_031671020.1, XP_031671021.1, XP_031673180.1","","XP_021419816.2, XP_021419817.2, XP_021419966.1, XP_021432489.2, XP_036801043.1, XP_036801045.1, XP_036812888.1","XP_029500527.1, XP_029500923.1, XP_029502361.1","XP_024265196.1, XP_024272639.2, XP_042168336.1, XP_042168495.1, XP_042173015.1, XP_042187285.1, XP_042187292.1","NP_001134284.1, NP_001152845.1, XP_014009324.1, XP_014009325.1, XP_014009327.1, XP_014009328.1, XP_014037583.1, XP_014039438.1, XP_014040612.1, XP_014045978.1, XP_014052154.1","XP_046189742.1, XP_046194408.1, XP_046194410.1, XP_046194411.1, XP_046195283.1, XP_046195284.1, XP_046195285.1, XP_046197085.1"
"20","OG0000094",6,5,1,7,5,8,6,8,46,"XP_034143268.1, XP_034144019.1, XP_034144054.1, XP_034144055.1, XP_034144058.1, XP_034144059.1","XP_031657329.1, XP_031657331.1, XP_031657382.1, XP_031671699.1, XP_031686923.1","XP_035594975.1","XP_036790439.1, XP_036790454.1, XP_036816900.1, XP_036819513.1, XP_036819515.1, XP_036837673.1, XP_036837675.1","XP_029497475.1, XP_029501570.1, XP_029501573.1, XP_029506629.1, XP_029512754.1","XP_042157127.1, XP_042157128.1, XP_042157131.1, XP_042157134.1, XP_042157872.1, XP_042176122.1, XP_042177045.1, XP_042186890.1","XP_013981532.1, XP_013982582.1, XP_014031311.1, XP_014039015.1, XP_014043141.1, XP_014044350.1","XP_046201794.1, XP_046204828.1, XP_046204831.1, XP_046205168.1, XP_046209767.1, XP_046209896.1, XP_046210162.1, XP_046210818.1"
"21","OG0000105",6,6,0,7,6,6,9,4,44,"XP_010884508.2, XP_019906238.1, XP_034145407.1, XP_034145520.1, XP_034145529.1, XP_034145531.1","XP_031648608.1, XP_031648611.1, XP_031648612.1, XP_031675244.1, XP_031679966.1, XP_031679967.1","","XP_021426687.2, XP_021464215.2, XP_036807900.1, XP_036807905.1, XP_036807909.1, XP_036838521.1, XP_036838524.1","XP_029502112.1, XP_029504110.1, XP_029504111.1, XP_029513186.1, XP_029520268.1, XP_029541374.1","XP_024283953.1, XP_024299511.1, XP_024299514.2, XP_042152695.1, XP_042152718.1, XP_042179766.1","NP_001134732.1, XP_014006170.1, XP_014006216.1, XP_014007451.1, XP_014007452.1, XP_014007455.1, XP_014007588.1, XP_014007663.1, XP_014038944.1","XP_046174553.1, XP_046180065.1, XP_046180460.1, XP_046195434.1"
"22","OG0000120",3,5,5,5,6,6,6,5,41,"XP_010870048.1, XP_010875114.1, XP_010884672.1","XP_020324570.1, XP_020345155.1, XP_020348096.1, XP_031648474.1, XP_031680106.1","XP_035591416.1, XP_035601042.1, XP_035611118.1, XP_035636031.1, XP_035640916.1","XP_021426808.1, XP_021459546.2, XP_021461123.2, XP_021476709.1, XP_036838661.1","XP_029488404.1, XP_029493173.1, XP_029505056.1, XP_029516392.1, XP_029533417.1, XP_029541916.1","XP_024261003.1, XP_024272912.1, XP_024277187.1, XP_024295120.1, XP_024299588.1, XP_042175426.1","XP_014005879.1, XP_014007370.1, XP_014016194.1, XP_014025166.1, XP_014027653.1, XP_014071899.1","XP_046174469.1, XP_046178828.1, XP_046203821.1, XP_046206139.1, XP_046208609.1"
"23","OG0000128",4,4,6,5,6,4,6,5,40,"NP_001290902.1, NP_001290919.1, NP_001297918.1, XP_010894410.1","XP_020308521.1, XP_020317382.1, XP_020319494.1, XP_020358218.1","XP_035600602.1, XP_035605356.1, XP_035623250.1, XP_035629586.1, XP_035635598.1, XP_035637534.1","NP_001153981.1, XP_021417163.1, XP_021435607.2, XP_021453502.1, XP_021479737.1","XP_029482985.1, XP_029495563.1, XP_029512447.1, XP_029515987.1, XP_029518252.1, XP_029527567.1","XP_024245133.1, XP_024249091.1, XP_024268566.1, XP_024285367.1","NP_001134374.1, NP_001139833.1, XP_013992360.1, XP_014020380.1, XP_014029674.1, XP_014067266.1","XP_046151770.1, XP_046160922.1, XP_046179581.1, XP_046183982.1, XP_046220876.1"
"24","OG0000129",4,6,4,7,4,5,5,5,40,"XP_010872682.1, XP_010883691.1, XP_028977286.1, XP_028978219.1","XP_020310814.1, XP_020318261.1, XP_020322436.1, XP_031667187.1, XP_031683860.1, XP_031690720.1","XP_035627375.1, XP_035630485.1, XP_035644213.1, XP_035655650.1","NP_001118061.1, XP_021455628.1, XP_036794723.1, XP_036795814.1, XP_036797310.1, XP_036804860.1, XP_036822263.1","XP_029479349.1, XP_029481625.1, XP_029498708.1, XP_029532912.1","XP_024233444.1, XP_024246353.1, XP_024272026.1, XP_042163706.1, XP_042169283.1","XP_013985779.1, XP_013995653.1, XP_014046526.1, XP_014058696.1, XP_014071121.1","XP_046154076.1, XP_046166453.1, XP_046177432.1, XP_046195543.1, XP_046215713.1"
"25","OG0000136",3,5,4,5,5,6,5,6,39,"XP_010876683.1, XP_010902983.3, XP_010902984.1","XP_020310877.1, XP_020351874.1, XP_020352444.1, XP_020352445.1, XP_031656323.1","XP_035630280.1, XP_035631114.1, XP_035649656.1, XP_035649657.1","NP_001117703.1, NP_001118063.1, XP_021468114.1, XP_021468115.2, XP_036831985.1","XP_029486902.1, XP_029487651.1, XP_029487652.1, XP_029503082.1, XP_029533133.1","XP_024233503.1, XP_024234238.1, XP_024275520.1, XP_024276553.1, XP_024276554.1, XP_042156858.1","NP_001117004.1, NP_001167173.1, XP_014000307.1, XP_014061355.1, XP_014061356.1","XP_046147189.1, XP_046147988.1, XP_046147989.1, XP_046154788.1, XP_046154789.1, XP_046190609.1"
"26","OG0000144",3,6,3,5,5,6,4,6,38,"XP_010873352.1, XP_010882107.1, XP_010890888.1","XP_020312162.1, XP_020336564.1, XP_020346487.1, XP_031650634.1, XP_031653765.1, XP_031659740.1","XP_035604900.1, XP_035645599.1, XP_035654246.1","XP_021419566.1, XP_021429394.1, XP_021456682.1, XP_036803639.1, XP_036813135.1","XP_029490389.1, XP_029511734.1, XP_029521144.1, XP_029521627.1, XP_029523653.1","XP_024279606.1, XP_024297052.1, XP_042153864.1, XP_042155705.1, XP_042157564.1, XP_042160184.1","XP_013980557.1, XP_014003752.1, XP_014009083.1, XP_014063841.1","XP_046152961.1, XP_046165801.1, XP_046184591.1, XP_046200690.1, XP_046204726.1, XP_046220146.1"
"27","OG0000146",6,2,0,8,2,2,14,4,38,"XP_019898724.1, XP_019899761.2, XP_019907863.3, XP_034146707.1, XP_034147164.1, XP_034147168.1","XP_031672493.1, XP_031676154.1","","XP_021412206.2, XP_036795757.1, XP_036803934.1, XP_036803985.1, XP_036804538.1, XP_036829915.1, XP_036830586.1, XP_036830588.1","XP_029495517.1, XP_029513436.1","XP_042169059.1, XP_042169269.1","XP_013985811.1, XP_013985833.1, XP_013985843.1, XP_013985844.1, XP_013985849.1, XP_014038307.1, XP_014038395.1, XP_014038396.1, XP_014040080.1, XP_014044267.1, XP_014045031.1, XP_014046008.1, XP_014046896.1, XP_014061856.1","XP_046166286.1, XP_046166481.1, XP_046197815.1, XP_046197957.1"
"28","OG0000147",3,5,5,5,5,5,5,5,38,"XP_010865344.1, XP_010900275.1, XP_028973319.1","XP_020311367.1, XP_020322498.1, XP_020346850.1, XP_020359554.1, XP_031663504.1","XP_035609381.1, XP_035637171.1, XP_035639796.1, XP_035646317.1, XP_035656385.1","XP_021433385.2, XP_021468520.1, XP_021470356.1, XP_021474621.1, XP_036805875.1","XP_029498022.1, XP_029502592.1, XP_029522313.1, XP_029524635.1, XP_029525958.1","XP_024229126.1, XP_024234868.1, XP_024290139.1, XP_024290887.1, XP_042165081.1","XP_013979290.1, XP_013994854.1, XP_014011820.1, XP_014051353.1, XP_014062682.1","XP_046170688.1, XP_046174587.1, XP_046178026.1, XP_046184280.1, XP_046213666.1"
"29","OG0000148",3,5,5,5,5,5,5,5,38,"NP_001290656.1, XP_010884121.1, XP_034145423.1","XP_020309417.1, XP_020317134.1, XP_020338151.1, XP_020349978.1, XP_031648327.1","XP_035600892.1, XP_035606217.1, XP_035611046.1, XP_035611446.1, XP_035629049.1","XP_021418177.2, XP_021426983.1, XP_021434936.1, XP_021464407.1, XP_036830030.1","XP_029487233.1, XP_029516250.1, XP_029516875.1, XP_029521922.1, XP_029525304.1","XP_024244528.1, XP_024257088.1, XP_024259230.1, XP_024281633.1, XP_024299748.1","XP_014005796.1, XP_014007147.1, XP_014019416.1, XP_014028458.1, XP_014036928.1","XP_046175745.1, XP_046179763.1, XP_046210983.1, XP_046215434.1, XP_046218665.1"
"30","OG0000153",3,5,3,5,5,5,6,5,37,"XP_010889527.3, XP_010894870.2, XP_028981038.2","XP_020311459.2, XP_031658294.1, XP_031670895.1, XP_031678633.1, XP_031687121.1","XP_035631317.1, XP_035646981.1, XP_035654454.1","XP_036810882.1, XP_036820098.1, XP_036831356.1, XP_036832634.1, XP_036836899.1","XP_029490130.1, XP_029501430.1, XP_029501946.1, XP_029505712.1, XP_029523890.1","XP_024235236.1, XP_042158619.1, XP_042177154.1, XP_042179097.1, XP_042187056.1","XP_013980280.1, XP_013982757.1, XP_013982815.1, XP_014000191.1, XP_014004098.1, XP_014031652.1","XP_046146520.1, XP_046163570.1, XP_046201564.1, XP_046204958.1, XP_046207293.1"
"31","OG0000155",3,6,3,5,4,6,5,5,37,"XP_010863045.1, XP_010891732.1, XP_028972393.1","XP_020323661.1, XP_020331334.1, XP_020338136.1, XP_020340959.1, XP_020360172.1, XP_031645531.1","XP_035600929.1, XP_035636389.1, XP_035638327.1","XP_021417422.1, XP_021426940.1, XP_021464374.1, XP_021473914.1, XP_021479046.1","XP_029483750.1, XP_029516277.1, XP_029521641.1, XP_029526784.1","XP_024249931.1, XP_024281478.1, XP_024287351.1, XP_024299718.1, XP_042159291.1, XP_042181945.1","NP_001134988.1, XP_013993159.1, XP_014005752.1, XP_014052065.1, XP_014068651.1","XP_046161911.1, XP_046175777.1, XP_046177608.1, XP_046180298.1, XP_046180593.1"
"32","OG0000156",4,2,1,7,5,5,11,2,37,"XP_019903498.3, XP_019904204.2, XP_028971378.2, XP_028976579.2","XP_020320557.2, XP_020321036.1","XP_035637246.1","XP_021447291.2, XP_021473030.2, XP_021473032.2, XP_036790447.1, XP_036823614.1, XP_036845432.1, XP_036845439.1","XP_029501000.1, XP_029501002.1, XP_029527714.1, XP_029527746.1, XP_029544727.1","XP_024249156.2, XP_024250732.2, XP_024283268.2, XP_042165092.1, XP_042167371.1","XP_013985117.1, XP_013985118.1, XP_014038032.1, XP_014038082.1, XP_014038588.1, XP_014038931.1, XP_014039634.1, XP_014042986.1, XP_014043695.1, XP_014053775.1, XP_014053777.1","XP_046173322.1, XP_046186043.1"
"33","OG0000158",3,5,4,5,6,5,5,4,37,"XP_010873204.1, XP_010887168.1, XP_010901444.1","XP_020316292.1, XP_020342193.1, XP_020348795.1, XP_020349038.1, XP_031683040.1","XP_035590832.1, XP_035603021.1, XP_035603384.1, XP_035626749.1","XP_021413177.1, XP_021413515.1, XP_021431187.1, XP_021480234.1, XP_021480661.1","XP_029481013.1, XP_029481330.1, XP_029485261.1, XP_029491365.1, XP_029491775.1, XP_029540161.1","XP_024236630.1, XP_024245774.1, XP_024246032.1, XP_024270068.1, XP_024288656.1","XP_014012402.1, XP_014048108.1, XP_014048504.1, XP_014059724.1, XP_014059885.1","XP_046162390.1, XP_046186971.1, XP_046187615.1, XP_046212375.1"
"34","OG0000165",3,4,0,5,2,4,11,7,36,"XP_010882934.2, XP_028970543.1, XP_028978679.2","XP_031650871.1, XP_031667665.1, XP_031668217.1, XP_031676813.1","","XP_036793088.1, XP_036809557.1, XP_036819174.1, XP_036821599.1, XP_036837573.1","XP_029499356.1, XP_029503977.1","XP_042151004.1, XP_042170722.1, XP_042172938.1, XP_042174688.1","XP_013983371.1, XP_013998690.1, XP_013998693.1, XP_013998695.1, XP_014029716.1, XP_014032279.1, XP_014040509.1, XP_014040742.1, XP_014041828.1, XP_014045157.1, XP_014045313.1","XP_046193030.1, XP_046193164.1, XP_046193406.1, XP_046194253.1, XP_046197380.1, XP_046197512.1, XP_046204788.1"
"35","OG0000167",3,5,3,5,5,5,5,5,36,"XP_010872436.1, XP_010874585.1, XP_010892617.1","XP_020309506.1, XP_020326096.1, XP_020345360.1, XP_031683775.1, XP_031690639.1","XP_035591684.1, XP_035601189.1, XP_035641242.1","XP_021421183.1, XP_021461392.1, XP_021481232.1, XP_036791622.1, XP_036797276.1","XP_029485588.1, XP_029492491.1, XP_029492493.1, XP_029493440.1, XP_029533652.1","XP_024242906.1, XP_024273081.1, XP_024289435.1, XP_024289539.2, XP_024294782.1","NP_001133092.1, NP_001135184.1, XP_014015879.1, XP_014049363.1, XP_014058817.1","XP_046161238.1, XP_046186535.1, XP_046203561.1, XP_046206385.1, XP_046225327.1"
"36","OG0000170",3,5,3,5,4,6,5,5,36,"XP_010877523.1, XP_010881163.2, XP_010902261.1","XP_020310982.1, XP_020343777.1, XP_020356586.1, XP_031644934.1, XP_031650897.1","XP_035598551.1, XP_035608377.1, XP_035630543.1","XP_021440309.1, XP_021455945.1, XP_036809483.1, XP_036810839.1, XP_036826749.1","XP_029506689.1, XP_029531100.1, XP_029532856.1, XP_029544181.1","XP_024233620.1, XP_024285705.1, XP_024293350.1, XP_042151041.1, XP_042165779.1, XP_042169488.1","NP_001265940.1, NP_001265942.1, XP_013998636.1, XP_014034225.1, XP_014065888.1","XP_046155264.1, XP_046163731.1, XP_046182299.1, XP_046216701.1, XP_046222635.1"
"37","OG0000177",7,2,0,8,1,4,12,1,35,"XP_010871302.2, XP_034146968.1, XP_034146969.1, XP_034146972.1, XP_034146974.1, XP_034147103.1, XP_034147104.1","XP_020327988.2, XP_020329184.1","","XP_036789914.1, XP_036789933.1, XP_036810022.1, XP_036810024.1, XP_036810046.1, XP_036811369.1, XP_036811371.1, XP_036845289.1","XP_029504530.1","XP_024262655.1, XP_024263868.2, XP_042169694.1, XP_042169907.1","XP_014010695.1, XP_014043827.1, XP_014043846.1, XP_014065247.1, XP_014065250.1, XP_014065309.1, XP_014065337.1, XP_014065345.1, XP_014065349.1, XP_014065371.1, XP_014065392.1, XP_014065402.1","XP_046192790.1"
"38","OG0000182",3,5,3,4,4,5,6,5,35,"XP_010862756.1, XP_010894620.3, XP_028978223.1","XP_020313959.2, XP_020321720.1, XP_020328658.1, XP_031667280.1, XP_031673176.1","XP_035627461.1, XP_035631563.1, XP_035641751.1","XP_021456929.1, XP_021475554.1, XP_036804863.1, XP_036835800.1","XP_029476181.1, XP_029493880.1, XP_029505043.1, XP_029534161.1","XP_024237591.2, XP_024253067.1, XP_024273471.1, XP_024294351.2, XP_042172029.1","XP_013983510.1, XP_013985781.1, XP_013996260.1, XP_014016865.1, XP_014026218.1, XP_014039392.1","XP_046146211.1, XP_046173901.1, XP_046196864.1, XP_046203104.1, XP_046206918.1"
"39","OG0000189",3,5,0,5,3,4,8,6,34,"XP_028974168.2, XP_028979920.1, XP_034143073.1","XP_020349520.1, XP_031650747.1, XP_031659401.1, XP_031670469.1, XP_031677390.1","","XP_036790087.1, XP_036790262.1, XP_036803728.1, XP_036806636.1, XP_036829530.1","XP_029503670.1, XP_029510654.1, XP_029539786.1","XP_024238781.1, XP_042155789.1, XP_042171661.1, XP_042172350.1","XP_013989361.1, XP_013989714.1, XP_014003035.1, XP_014003041.1, XP_014003044.1, XP_014009283.1, XP_014050666.1, XP_014050667.1","XP_046166274.1, XP_046191738.1, XP_046191748.1, XP_046197824.1, XP_046200776.1, XP_046220694.1"
"40","OG0000190",3,4,3,5,4,5,5,5,34,"XP_010884704.1, XP_028969497.1, XP_028981409.2","XP_020315230.1, XP_031643504.1, XP_031648399.1, XP_031680168.1","XP_035601000.1, XP_035605392.1, XP_035629677.1","XP_021426859.2, XP_021435034.2, XP_036819013.1, XP_036830880.1, XP_036838717.1","XP_029495253.1, XP_029514290.1, XP_029516353.1, XP_029521212.1","XP_024245216.1, XP_024257314.1, XP_024281405.1, XP_024299648.1, XP_042181008.1","XP_014005960.1, XP_014007263.1, XP_014020303.1, XP_014029567.1, XP_014039147.1","XP_046174617.1, XP_046179521.1, XP_046219535.1, XP_046221701.1, XP_046223550.1"
"41","OG0000192",2,5,1,3,4,3,15,1,34,"XP_028975340.2, XP_028976983.2","XP_031645845.1, XP_031645848.1, XP_031654421.1, XP_031654422.1, XP_031654425.1","XP_035626335.1","XP_021416659.2, XP_021474171.2, XP_036825970.1","XP_029501854.1, XP_029511752.1, XP_029511753.1, XP_029527749.1","XP_024238470.2, XP_024238471.2, XP_042181735.1","XP_013993622.1, XP_013993631.1, XP_013993632.1, XP_013993634.1, XP_014041245.1, XP_014041246.1, XP_014043168.1, XP_014052057.1, XP_014052058.1, XP_014052086.1, XP_014052095.1, XP_014052096.1, XP_014052098.1, XP_014055470.1, XP_014067908.1","XP_046151220.1"
"42","OG0000194",3,5,3,5,5,5,4,4,34,"XP_010869939.1, XP_010885918.1, XP_012992439.1","XP_020318864.1, XP_020322031.1, XP_020348039.1, XP_020354468.1, XP_031685410.1","XP_035593538.1, XP_035635359.1, XP_035644724.1","XP_021444618.1, XP_021454635.1, XP_021459463.1, XP_021469604.1, XP_036792434.1","XP_029478821.1, XP_029488323.1, XP_029499056.1, XP_029506041.1, XP_029541840.1","XP_024252291.1, XP_024262549.1, XP_024277125.1, XP_042164175.1, XP_042187128.1","NP_001133466.1, XP_013996438.1, XP_014046822.1, XP_014071828.1","XP_046157061.1, XP_046177255.1, XP_046207481.1, XP_046208547.1"
"43","OG0000202",3,5,3,5,4,5,4,4,33,"XP_010891873.1, XP_028977881.2, XP_034152285.1","XP_020320205.1, XP_020341233.1, XP_020358619.1, XP_031651785.1, XP_031685403.1","XP_035635987.1, XP_035637958.1, XP_035647862.1","XP_021443394.1, XP_021473550.1, XP_036792449.1, XP_036793433.1, XP_036817136.1","XP_029483384.1, XP_029527127.1, XP_029528690.1, XP_029536624.1","XP_024249614.1, XP_024298255.1, XP_024300583.2, XP_042182816.1, XP_042187120.1","XP_013992765.1, XP_013999026.1, XP_014017884.1, XP_014028258.1","XP_046150464.1, XP_046160742.1, XP_046181072.1, XP_046207486.1"
"44","OG0000206",3,5,2,5,3,5,5,5,33,"XP_010871251.1, XP_010899336.1, XP_012990912.1","XP_020335588.2, XP_020342265.2, XP_020342326.1, XP_031650908.1, XP_031655216.1","XP_035602528.1, XP_035627206.1","XP_021412707.1, XP_021413832.1, XP_021423608.1, XP_021480981.1, XP_036809465.1","XP_029492241.1, XP_029507682.1, XP_029537835.1","XP_024246469.1, XP_024258474.1, XP_024298171.1, XP_042151057.1, XP_042166673.1","NP_001133080.1, NP_001133398.1, NP_001134851.1, XP_013986292.1, XP_014031180.1","XP_046163252.1, XP_046167651.1, XP_046182260.1, XP_046186528.1, XP_046187295.1"
"45","OG0000214",7,4,0,8,0,5,5,3,32,"XP_034146250.1, XP_034146259.1, XP_034146260.1, XP_034146261.1, XP_034146277.1, XP_034146557.1, XP_034146671.1","XP_031671257.1, XP_031677381.1, XP_031677383.1, XP_031677386.1","","XP_036801340.1, XP_036801346.1, XP_036801347.1, XP_036801352.1, XP_036812684.1, XP_036812688.1, XP_036812690.1, XP_036812694.1","","XP_042168088.1, XP_042168612.1, XP_042171754.1, XP_042171755.1, XP_042171761.1","XP_014039040.1, XP_014039300.1, XP_014040632.1, XP_014041483.1, XP_014042155.1","XP_046155354.1, XP_046155481.1, XP_046155569.1"
